# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_FRAME_SHIFT+START_LOST	variants_effect_FRAME_SHIFT+STOP_GAINED	variants_effect_FRAME_SHIFT+STOP_LOST	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_SPLICE_SITE_ACCEPTOR+INTRON	variants_effect_SPLICE_SITE_DONOR+INTRON	variants_effect_START_LOST+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_START_LOST+CODON_INSERTION	variants_effect_STOP_GAINED	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_STOP_GAINED+CODON_INSERTION	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
PF3D7_0605000	PF3D7_0605000	PF3D7_0605000.1		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0605100	PF3D7_0605100	PF3D7_0605100.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0605200	PF3D7_0605200	PF3D7_0605200.1		0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0605400	PF3D7_0605400	PF3D7_0605400.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0605500	PF3D7_0605500	PF3D7_0605500.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0605600	PF3D7_0605600	PF3D7_0605600.1		0	0	0	10	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5000	0	0	0	2	0	113	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0605700	PF3D7_0605700	PF3D7_0605700.1		0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0605900	PF3D7_0605900	PF3D7_0605900.1		0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0606000	PF3D7_0606000	PF3D7_0606000.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0606100	PF3D7_0606100	PF3D7_0606100.1		0	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	1	0	76	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0606200	PF3D7_0606200	PF3D7_0606200.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0606300	PF3D7_0606300	PF3D7_0606300.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_0606400	PF3D7_0606400	PF3D7_0606400.1		0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	141	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0606500	PF3D7_0606500	PF3D7_0606500.1		0	0	0	12	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	5000	0	0	0	1	0	150	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0606600	PF3D7_0606600	PF3D7_0606600.1		0	0	11	14	0	0	0	0	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	8	0	5000	11	0	7205	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0606700	PF3D7_0606700	PF3D7_0606700.1		0	0	0	21	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	5000	0	0	0	2	0	98	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0606800	PF3D7_0606800	PF3D7_0606800.1		0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0607000	PF3D7_0607000	PF3D7_0607000.1		0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0607100	PF3D7_0607100	PF3D7_0607100.1		0	0	0	10	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5000	0	0	0	2	0	195	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0607200	PF3D7_0607200	PF3D7_0607200.1		0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0607400	PF3D7_0607400	PF3D7_0607400.1		0	0	0	17	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	5000	0	0	0	4	0	246	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0607700	PF3D7_0607700	PF3D7_0607700.1		0	0	1	14	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	5000	1	0	8259	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
PF3D7_0607800	PF3D7_0607800	PF3D7_0607800.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	164	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0607900	PF3D7_0607900	PF3D7_0607900.1		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0608100	PF3D7_0608100	PF3D7_0608100.1		0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0608200	PF3D7_0608200	PF3D7_0608200.1		0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	169	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0608300	PF3D7_0608300	PF3D7_0608300.1		0	0	2	7	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5000	2	0	4296	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0608400	PF3D7_0608400	PF3D7_0608400.1		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0608500	PF3D7_0608500	PF3D7_0608500.1		0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0608600	PF3D7_0608600	PF3D7_0608600.1		0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0608900	PF3D7_0608900	PF3D7_0608900.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0609000	PF3D7_0609000	PF3D7_0609000.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0609100	PF3D7_0609100	PF3D7_0609100.1		0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0609200	PF3D7_0609200	PF3D7_0609200.1		0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0609300	PF3D7_0609300	PF3D7_0609300.1		1	0	0	10	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	1	0	2828	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0609500	PF3D7_0609500	PF3D7_0609500.1		0	0	0	20	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	5000	0	0	0	2	0	156	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0609600	PF3D7_0609600	PF3D7_0609600.1		1	0	0	14	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	5000	1	0	510	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0609700	PF3D7_0609700	PF3D7_0609700.1		1	0	0	24	0	0	0	0	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	5000	1	0	5342	1	0	250	0	0	0	0	0	0	0	0	0	12	0	5000
PF3D7_0609900	PF3D7_0609900	PF3D7_0609900.1		0	0	2	7	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	2	0	6054	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0610000	PF3D7_0610000	PF3D7_0610000.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0610200	PF3D7_0610200	PF3D7_0610200.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0610300	PF3D7_0610300	PF3D7_0610300.1		0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0610500	PF3D7_0610500	PF3D7_0610500.1		0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0610700	PF3D7_0610700	PF3D7_0610700.1		0	0	0	10	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	5000	0	0	0	3	0	348	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0611000	PF3D7_0611000	PF3D7_0611000.1		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0611300	PF3D7_0611300	PF3D7_0611300.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0611500	PF3D7_0611500	PF3D7_0611500.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0611600	PF3D7_0611600	PF3D7_0611600.1		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0611800	PF3D7_0611800	PF3D7_0611800.1		1	0	1	9	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	5000	2	0	9331	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0611900	PF3D7_0611900	PF3D7_0611900.1		0	0	0	14	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	5000	0	0	0	1	0	187	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_0612000	PF3D7_0612000	PF3D7_0612000.1		0	0	0	16	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	5000	0	0	0	1	0	237	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0612300	PF3D7_0612300	PF3D7_0612300.1		0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0612400	PF3D7_0612400	PF3D7_0612400.1		0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0612500	PF3D7_0612500	PF3D7_0612500.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0612600	PF3D7_0612600	PF3D7_0612600.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0612900	PF3D7_0612900	PF3D7_0612900.1		1	0	0	10	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	1	0	2061	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0613000	PF3D7_0613000	PF3D7_0613000.1		0	0	0	10	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	2	0	368	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0613000	PF3D7_0613000	PF3D7_0613000.2		0	0	0	10	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	2	0	629	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0613000	PF3D7_0613000	PF3D7_0613000.3		0	0	0	10	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	2	0	648	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0613100	PF3D7_0613100	PF3D7_0613100.1		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0613200	PF3D7_0613200	PF3D7_0613200.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0613400	PF3D7_0613400	PF3D7_0613400.1		0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0613500	PF3D7_0613500	PF3D7_0613500.1		0	0	1	13	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	5000	1	0	4092	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0613600	PF3D7_0613600	PF3D7_0613600.1		0	0	2	6	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	2	0	2915	1	0	667	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0613700	PF3D7_0613700	PF3D7_0613700.1		0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_0614000	PF3D7_0614000	PF3D7_0614000.1		0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0614100	PF3D7_0614100	PF3D7_0614100.1		0	0	3	8	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5000	3	0	2808	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0614300	PF3D7_0614300	PF3D7_0614300.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0614400	PF3D7_0614400	PF3D7_0614400.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0614600	PF3D7_0614600	PF3D7_0614600.1		0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000
PF3D7_0614700	PF3D7_0614700	PF3D7_0614700.1		0	0	0	32	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0614800	PF3D7_0614800	PF3D7_0614800.1		0	0	0	31	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_0614900	PF3D7_0614900	PF3D7_0614900.1		0	0	0	27	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	240	0	0	0	0	0	0	0	0	0	19	0	5000
PF3D7_0615000	PF3D7_0615000	PF3D7_0615000.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_0615200	PF3D7_0615200	PF3D7_0615200.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0615400	PF3D7_0615400	PF3D7_0615400.1		1	1	7	9	1	2	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	9	0	3630	1	0	158	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_0615600	PF3D7_0615600	PF3D7_0615600.1		2	0	7	15	3	0	4	0	8	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	5000	9	0	4651	3	0	185	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0615700	PF3D7_0615700	PF3D7_0615700.1		0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0615800	PF3D7_0615800	PF3D7_0615800.1		0	0	2	12	1	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	2	0	2530	1	0	167	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_0615900	PF3D7_0615900	PF3D7_0615900.1		2	2	4	20	0	0	0	2	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	16	4	0	5000	8	0	5421	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5000
PF3D7_0616100	PF3D7_0616100	PF3D7_0616100.1		0	0	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5000
PF3D7_0616300	PF3D7_0616300	PF3D7_0616300.1		0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0616400	PF3D7_0616400	PF3D7_0616400.1		3	1	1	12	0	0	0	1	6	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	6	0	5000	5	0	5043	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0616600	PF3D7_0616600	PF3D7_0616600.1		0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0616700	PF3D7_0616700	PF3D7_0616700.1		0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_0616900	PF3D7_0616900	PF3D7_0616900.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0617100	PF3D7_0617100	PF3D7_0617100.1		0	0	0	8	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	3	0	111	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_0617200	PF3D7_0617200	PF3D7_0617200.1		0	0	0	38	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	31	0	5000	0	0	0	1	0	223	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0617300	PF3D7_0617300	PF3D7_0617300.1		0	0	0	92	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	89	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_0617600	PF3D7_0617600	PF3D7_0617600.1		0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	5000
PF3D7_0618000	PF3D7_0618000	PF3D7_0618000.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_0618100	PF3D7_0618100	PF3D7_0618100.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_0618200	PF3D7_0618200	PF3D7_0618200.1		0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	1	0	226	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0618300	PF3D7_0618300	PF3D7_0618300.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_0618400	PF3D7_0618400	PF3D7_0618400.1		0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0618700	PF3D7_0618700	PF3D7_0618700.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_0618800	PF3D7_0618800	PF3D7_0618800.1		0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_0619000	PF3D7_0619000	PF3D7_0619000.1		0	0	2	16	1	0	0	0	7	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	6	7	0	5000	2	0	3815	3	0	105	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0619000	PF3D7_0619000	PF3D7_0619000.2		0	0	2	16	1	0	0	0	7	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	6	7	0	5000	2	0	3815	3	0	105	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_0619100	PF3D7_0619100	PF3D7_0619100.1		0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
